Order_ID,Order_Date,Store_ID,Customer_ID,Product_ID,Quantity,Unit_Price,Amount,Profit,Payment_Method
ORD01843,23-04-2024,STORE059,C319,P212,5,426,2130,505,Cash
ORD01844,12-02-2024,STORE079,C1059,P229,7,797,5579,1883,Cash
ORD01845,15-03-2024,STORE002,C2182,P175,17,591,10047,3519,Cash
ORD01846,02-08-2024,STORE018,C278,P172,19,732,13908,3648,Credit Card
ORD01847,15-04-2024,STORE065,C2085,P140,11,743,8173,2574,Cash
ORD01848,01-06-2024,STORE011,C1951,P282,5,488,2440,740,Net Banking
ORD01849,04-05-2024,STORE076,C1856,P96,5,295,1475,400,Debit Card
ORD01850,15-07-2024,STORE051,C391,P237,5,807,4035,710,Cash
ORD01851,10-02-2024,STORE038,C2378,P55,15,811,12165,2385,Wallet
ORD01852,16-10-2024,STORE054,C1194,P144,14,750,10500,3962,Credit Card
ORD01853,19-01-2024,STORE044,C1104,P169,19,503,9557,4427,Debit Card
ORD01854,13-06-2024,STORE077,C737,P22,9,653,5877,1764,Net Banking
ORD01855,23-12-2024,STORE069,C249,P110,18,360,6480,2520,UPI
ORD01856,22-03-2024,STORE062,C1282,P126,20,726,14520,2600,Net Banking
ORD01857,04-09-2024,STORE054,C874,P75,11,785,8635,1265,Cash
ORD01858,25-09-2024,STORE065,C1205,P81,12,687,8244,2052,Debit Card
ORD01859,16-08-2024,STORE028,C1008,P192,12,333,3996,2040,Debit Card
ORD01860,27-02-2024,STORE041,C701,P205,4,879,3516,1072,UPI
ORD01861,01-01-2024,STORE057,C2397,P78,8,817,6536,1912,Credit Card
ORD01862,28-10-2024,STORE033,C2293,P161,1,705,705,113,Cash
ORD01863,19-02-2024,STORE054,C474,P265,10,586,5860,1250,UPI
ORD01864,02-05-2024,STORE078,C738,P199,20,589,11780,1800,Cash
ORD01865,23-05-2024,STORE023,C1163,P153,13,553,7189,2262,UPI
ORD01866,25-02-2024,STORE077,C2417,P209,8,911,7288,2120,Cash
ORD01867,25-04-2024,STORE009,C589,P138,8,395,3160,1944,Credit Card
ORD01868,13-01-2024,STORE053,C153,P197,4,704,2816,552,Wallet
ORD01869,01-02-2024,STORE058,C1678,P01,8,608,4864,1392,Wallet
ORD01870,26-05-2024,STORE051,C2551,P274,20,445,8900,1700,Net Banking
ORD01871,11-02-2024,STORE049,C1109,P145,14,745,10430,2730,UPI
ORD01872,23-07-2024,STORE048,C1268,P132,11,527,5797,3124,Wallet
ORD01873,15-09-2024,STORE036,C696,P140,12,743,8916,2808,Wallet
ORD01874,27-08-2024,STORE007,C2587,P212,4,426,1704,404,UPI
ORD01875,30-11-2024,STORE048,C708,P246,6,814,4884,1380,UPI
ORD01876,07-10-2024,STORE033,C1493,P185,10,692,6920,2450,UPI
ORD01877,14-08-2024,STORE055,C315,P246,10,814,8140,2300,Net Banking
ORD01878,27-02-2024,STORE051,C1591,P40,16,711,11376,1392,UPI
ORD01879,24-04-2024,STORE017,C1477,P187,12,974,11688,3432,UPI
ORD01880,17-01-2024,STORE047,C707,P179,5,531,2655,1345,UPI
ORD01881,21-11-2024,STORE007,C1707,P165,3,567,1701,540,UPI
ORD01882,11-05-2024,STORE064,C804,P199,11,589,6479,990,Net Banking
ORD01883,30-08-2024,STORE020,C840,P48,5,292,1460,650,Cash
ORD01884,21-05-2024,STORE011,C2431,P51,4,543,2172,880,Credit Card
ORD01885,24-02-2024,STORE074,C2014,P55,11,811,8921,1749,UPI
ORD01886,22-10-2024,STORE068,C2248,P139,19,472,8968,3401,UPI
ORD01887,01-03-2024,STORE010,C990,P18,11,326,3586,1111,Net Banking
ORD01888,20-06-2024,STORE054,C1274,P05,17,698,11866,3519,Cash
ORD01889,17-05-2024,STORE040,C380,P06,13,703,9139,2262,Cash
ORD01890,22-05-2024,STORE026,C1566,P86,18,422,7596,4572,UPI
ORD01891,24-06-2024,STORE052,C2152,P254,16,698,11168,3824,Cash
ORD01892,22-03-2024,STORE008,C2348,P114,15,326,4890,2070,UPI
ORD01893,14-04-2024,STORE020,C1320,P184,11,701,7711,935,Cash
ORD01894,02-07-2024,STORE054,C714,P116,18,793,14274,2196,Debit Card
ORD01895,25-12-2024,STORE061,C2561,P132,2,527,1054,568,Net Banking
ORD01896,24-06-2024,STORE038,C1018,P183,12,596,7152,3480,Cash
ORD01897,28-10-2024,STORE019,C2359,P114,16,326,5216,2208,Cash
ORD01898,01-07-2024,STORE069,C329,P203,18,569,10242,1818,UPI
ORD01899,23-07-2024,STORE072,C1452,P270,13,691,8983,3536,Debit Card
ORD01900,27-10-2024,STORE024,C1164,P220,14,283,3962,1736,Wallet
ORD01901,07-09-2024,STORE012,C272,P280,13,355,4615,2522,Credit Card
ORD01902,16-11-2024,STORE047,C1667,P69,17,759,12903,1411,Debit Card
ORD01903,16-11-2024,STORE041,C301,P243,7,850,5950,1883,Net Banking
ORD01904,14-11-2024,STORE009,C1149,P68,8,467,3736,2064,Cash
ORD01905,08-03-2024,STORE076,C2336,P161,13,705,9165,1469,Net Banking
ORD01906,04-01-2024,STORE050,C950,P273,14,917,12838,4186,Cash
ORD01907,22-12-2024,STORE002,C2102,P121,10,993,9930,2940,Cash
ORD01908,03-05-2024,STORE072,C1292,P214,12,663,7956,1980,Credit Card
ORD01909,02-04-2024,STORE077,C497,P139,1,472,472,179,Debit Card
ORD01910,13-11-2024,STORE073,C573,P28,3,710,2130,354,UPI
ORD01911,28-06-2024,STORE074,C2174,P295,10,925,9250,2670,Cash
ORD01912,18-10-2024,STORE016,C1956,P289,2,598,1196,230,Credit Card
ORD01913,10-12-2024,STORE064,C1604,P239,1,634,634,115,Wallet
ORD01914,09-11-2024,STORE063,C483,P158,15,545,8175,3495,Net Banking
ORD01915,03-08-2024,STORE023,C683,P137,11,857,9427,2024,UPI
ORD01916,02-07-2024,STORE061,C961,P70,10,703,7030,1080,Net Banking
ORD01917,26-11-2024,STORE011,C751,P281,2,310,620,272,Cash
ORD01918,20-06-2024,STORE009,C2269,P109,17,732,12444,1428,Cash
ORD01919,02-02-2024,STORE040,C700,P192,6,333,1998,1020,Net Banking
ORD01920,29-08-2024,STORE062,C2082,P34,9,465,4185,2403,Cash
ORD01921,01-02-2024,STORE029,C1729,P178,12,948,11376,3492,Cash
ORD01922,26-06-2024,STORE060,C880,P236,6,529,3174,1740,Net Banking
ORD01923,06-09-2024,STORE013,C2033,P298,3,800,2400,657,UPI
ORD01924,28-10-2024,STORE056,C2316,P30,8,530,4240,968,Net Banking
ORD01925,07-08-2024,STORE010,C2110,P188,12,535,6420,2004,Debit Card
ORD01926,28-11-2024,STORE012,C2352,P42,15,599,8985,2310,Wallet
ORD01927,14-04-2024,STORE040,C1660,P130,2,590,1180,540,Cash
ORD01928,11-03-2024,STORE077,C2497,P120,5,560,2800,555,UPI
ORD01929,28-04-2024,STORE041,C1021,P243,2,850,1700,538,Net Banking
ORD01930,23-05-2024,STORE001,C1301,P297,5,277,1385,430,UPI
ORD01931,12-10-2024,STORE067,C1927,P197,8,704,5632,1104,Net Banking
ORD01932,13-08-2024,STORE029,C129,P235,14,697,9758,1148,Wallet
ORD01933,25-04-2024,STORE038,C2378,P19,13,360,4680,2613,Net Banking
ORD01934,14-08-2024,STORE079,C819,P192,5,333,1665,850,UPI
ORD01935,03-12-2024,STORE024,C284,P61,11,485,5335,1155,Credit Card
ORD01936,01-09-2024,STORE030,C1970,P158,13,545,7085,3029,Cash
ORD01937,25-03-2024,STORE032,C2452,P151,3,533,1599,282,UPI
ORD01938,31-12-2024,STORE008,C1948,P183,8,596,4768,2320,Wallet
ORD01939,29-03-2024,STORE032,C1012,P62,6,660,3960,1560,Credit Card
ORD01940,14-12-2024,STORE050,C710,P73,15,843,12645,2175,UPI
ORD01941,07-04-2024,STORE022,C2362,P272,20,697,13940,2560,Wallet
ORD01942,16-08-2024,STORE039,C139,P26,2,885,1770,490,Credit Card
ORD01943,26-08-2024,STORE029,C1489,P238,14,898,12572,3304,Credit Card
ORD01944,15-09-2024,STORE002,C1782,P269,5,405,2025,715,Credit Card
ORD01945,24-11-2024,STORE031,C691,P250,15,476,7140,3510,Wallet
ORD01946,21-01-2024,STORE015,C195,P16,17,499,8483,4216,Wallet
ORD01947,24-10-2024,STORE072,C1132,P63,5,704,3520,1260,Cash
ORD01948,23-04-2024,STORE049,C1589,P163,11,425,4675,1705,Wallet
ORD01949,14-10-2024,STORE012,C1872,P111,5,636,3180,1125,UPI
ORD01950,02-04-2024,STORE062,C1522,P231,19,682,12958,4978,Cash
ORD01951,24-01-2024,STORE076,C1216,P133,17,758,12886,2142,Credit Card
ORD01952,13-04-2024,STORE046,C1026,P180,9,662,5958,1413,Cash
ORD01953,17-09-2024,STORE008,C988,P188,5,535,2675,835,UPI
ORD01954,28-04-2024,STORE076,C2576,P185,10,692,6920,2450,UPI
ORD01955,18-08-2024,STORE074,C2414,P197,12,704,8448,1656,UPI
ORD01956,20-05-2024,STORE015,C2515,P62,14,660,9240,3640,UPI
ORD01957,01-04-2024,STORE070,C2330,P05,3,698,2094,621,UPI
ORD01958,09-03-2024,STORE034,C1494,P114,19,326,6194,2622,Credit Card
ORD01959,23-02-2024,STORE021,C681,P205,16,879,14064,4288,UPI
ORD01960,06-06-2024,STORE048,C1108,P104,5,928,4640,1420,Cash
ORD01961,19-07-2024,STORE035,C935,P124,1,349,349,172,UPI
ORD01962,13-03-2024,STORE005,C1705,P107,20,609,12180,6000,Wallet
ORD01963,13-11-2024,STORE022,C682,P74,5,586,2930,1170,UPI
ORD01964,19-07-2024,STORE064,C404,P229,12,797,9564,3228,Net Banking
ORD01965,06-06-2024,STORE023,C2123,P28,8,710,5680,944,UPI
ORD01966,22-10-2024,STORE076,C2016,P299,8,603,4824,1944,UPI
ORD01967,17-10-2024,STORE077,C1057,P270,3,691,2073,816,UPI
ORD01968,01-04-2024,STORE039,C2059,P255,13,361,4693,1963,UPI
ORD01969,14-09-2024,STORE035,C1575,P249,9,313,2817,981,Cash
ORD01970,21-04-2024,STORE059,C239,P96,6,295,1770,480,UPI
ORD01971,18-07-2024,STORE031,C1011,P143,18,364,6552,2052,Debit Card
ORD01972,04-06-2024,STORE021,C281,P172,11,732,8052,2112,Cash
ORD01973,02-05-2024,STORE003,C663,P82,17,477,8109,4505,Wallet
ORD01974,12-04-2024,STORE080,C660,P226,19,522,9918,2280,UPI
ORD01975,04-11-2024,STORE015,C1235,P190,11,569,6259,1056,Cash
ORD01976,02-04-2024,STORE039,C1099,P252,19,694,13186,2470,Cash
ORD01977,20-10-2024,STORE074,C974,P132,8,527,4216,2272,Cash
ORD01978,12-05-2024,STORE080,C2580,P112,17,735,12495,5015,Cash
ORD01979,23-09-2024,STORE067,C2487,P97,11,487,5357,1056,Cash
ORD01980,13-03-2024,STORE053,C2553,P188,10,535,5350,1670,Cash
ORD01981,18-06-2024,STORE016,C1956,P69,5,759,3795,415,UPI
ORD01982,13-11-2024,STORE018,C1078,P114,6,326,1956,828,Wallet
ORD01983,30-06-2024,STORE059,C2079,P43,9,596,5364,1323,Credit Card
ORD01984,12-03-2024,STORE071,C2491,P264,15,510,7650,1515,UPI
ORD01985,27-01-2024,STORE073,C1853,P209,14,911,12754,3710,Credit Card
ORD01986,21-07-2024,STORE067,C1687,P68,9,467,4203,2322,Cash
ORD01987,07-11-2024,STORE024,C1404,P98,12,477,5724,2196,UPI
ORD01988,16-03-2024,STORE040,C1340,P250,14,476,6664,3276,UPI
ORD01989,21-07-2024,STORE004,C184,P189,20,680,13600,3860,Cash
ORD01990,20-11-2024,STORE047,C307,P143,10,364,3640,1140,UPI
ORD01991,10-04-2024,STORE075,C2255,P144,8,750,6000,2264,UPI
ORD01992,14-10-2024,STORE048,C2308,P156,10,607,6070,1810,Cash
ORD01993,17-08-2024,STORE037,C777,P260,16,761,12176,4432,UPI
ORD01994,28-02-2024,STORE020,C1240,P88,10,364,3640,1260,UPI
ORD01995,28-06-2024,STORE048,C308,P109,1,732,732,84,Wallet
ORD01996,18-03-2024,STORE007,C827,P169,7,503,3521,1631,Cash
ORD01997,08-08-2024,STORE004,C1144,P72,14,371,5194,1778,Debit Card
ORD01998,13-04-2024,STORE058,C1678,P242,19,432,8208,4541,Credit Card
ORD01999,24-04-2024,STORE025,C2525,P131,6,461,2766,1512,Cash
ORD02000,02-02-2024,STORE042,C2222,P272,4,697,2788,512,Credit Card
ORD02001,21-01-2024,STORE046,C1906,P295,2,925,1850,534,Cash
ORD02002,24-01-2024,STORE024,C1644,P144,18,750,13500,5094,UPI
ORD02003,11-12-2024,STORE014,C194,P235,10,697,6970,820,Wallet
ORD02004,24-12-2024,STORE077,C257,P253,19,377,7163,2945,Cash
ORD02005,26-01-2024,STORE025,C1005,P219,12,369,4428,1320,Credit Card
ORD02006,28-07-2024,STORE080,C340,P201,13,977,12701,3757,Cash
ORD02007,14-01-2024,STORE071,C971,P150,10,595,5950,1980,Cash
ORD02008,31-10-2024,STORE038,C1898,P270,18,691,12438,4896,Cash
ORD02009,21-04-2024,STORE033,C1173,P277,8,457,3656,1232,UPI
ORD02010,12-07-2024,STORE015,C2515,P81,19,687,13053,3249,UPI
ORD02011,14-03-2024,STORE038,C1578,P130,6,590,3540,1620,Credit Card
ORD02012,15-03-2024,STORE075,C1455,P192,14,333,4662,2380,UPI
ORD02013,04-07-2024,STORE044,C864,P117,19,462,8778,3952,Debit Card
ORD02014,08-12-2024,STORE078,C2098,P298,12,800,9600,2628,UPI
ORD02015,20-02-2024,STORE041,C1901,P223,20,638,12760,5860,UPI
ORD02016,01-02-2024,STORE062,C2002,P52,18,777,13986,3834,Cash
ORD02017,27-05-2024,STORE078,C1458,P40,17,711,12087,1479,Cash
ORD02018,22-10-2024,STORE042,C2382,P276,6,605,3630,1392,UPI
ORD02019,07-05-2024,STORE031,C851,P248,9,374,3366,1503,UPI
ORD02020,01-05-2024,STORE021,C841,P06,10,703,7030,1740,UPI
ORD02021,17-09-2024,STORE020,C760,P71,10,461,4610,1400,UPI
ORD02022,07-08-2024,STORE006,C1466,P166,20,556,11120,4620,Cash
ORD02023,20-10-2024,STORE005,C425,P219,13,369,4797,1430,Wallet
ORD02024,05-06-2024,STORE080,C2020,P189,9,680,6120,1737,UPI
ORD02025,25-08-2024,STORE074,C2494,P260,7,761,5327,1939,Debit Card
ORD02026,19-11-2024,STORE060,C800,P36,15,631,9465,2910,UPI
ORD02027,07-03-2024,STORE027,C767,P191,3,816,2448,858,Credit Card
ORD02028,07-12-2024,STORE077,C1617,P262,12,679,8148,2184,Credit Card
ORD02029,21-12-2024,STORE066,C1526,P201,5,977,4885,1445,UPI
ORD02030,10-07-2024,STORE004,C424,P91,8,566,4528,1112,Cash
ORD02031,11-06-2024,STORE076,C2096,P268,5,402,2010,740,Cash
ORD02032,07-11-2024,STORE079,C2099,P263,14,457,6398,3906,UPI
ORD02033,03-06-2024,STORE006,C586,P101,18,665,11970,1746,UPI
ORD02034,14-03-2024,STORE023,C123,P300,7,730,5110,707,Cash
ORD02035,26-02-2024,STORE023,C2523,P43,8,596,4768,1176,Cash
ORD02036,24-04-2024,STORE079,C259,P123,18,749,13482,4608,Net Banking
ORD02037,04-07-2024,STORE026,C1886,P41,16,530,8480,2320,Net Banking
ORD02038,13-02-2024,STORE041,C1981,P169,3,503,1509,699,UPI
ORD02039,26-06-2024,STORE028,C688,P282,1,488,488,148,Net Banking
ORD02040,05-04-2024,STORE049,C549,P248,11,374,4114,1837,Debit Card
ORD02041,07-08-2024,STORE047,C547,P197,19,704,13376,2622,Net Banking
ORD02042,03-01-2024,STORE015,C2435,P06,12,703,8436,2088,Wallet
ORD02043,10-09-2024,STORE057,C2477,P100,11,713,7843,2849,Cash
ORD02044,29-08-2024,STORE050,C1190,P293,19,478,9082,2850,Debit Card
ORD02045,12-12-2024,STORE066,C646,P266,7,439,3073,1484,UPI
ORD02046,01-04-2024,STORE009,C1389,P255,19,361,6859,2869,Debit Card
ORD02047,24-04-2024,STORE039,C1899,P66,6,396,2376,564,Cash
ORD02048,01-06-2024,STORE041,C221,P75,4,785,3140,460,Net Banking
ORD02049,30-08-2024,STORE067,C727,P23,16,338,5408,1792,Cash
ORD02050,10-03-2024,STORE036,C456,P234,6,766,4596,780,Net Banking
ORD02051,24-03-2024,STORE070,C890,P34,11,465,5115,2937,UPI
ORD02052,27-07-2024,STORE040,C300,P98,20,477,9540,3660,Cash
ORD02053,24-12-2024,STORE077,C1377,P38,1,533,533,191,Debit Card
ORD02054,07-08-2024,STORE079,C259,P164,8,555,4440,2328,Credit Card
ORD02055,25-05-2024,STORE059,C1839,P227,5,344,1720,665,Wallet
ORD02056,03-02-2024,STORE045,C865,P156,14,607,8498,2534,Debit Card
ORD02057,21-02-2024,STORE067,C1207,P208,20,578,11560,4180,Credit Card
ORD02058,06-04-2024,STORE013,C1073,P276,20,605,12100,4640,Debit Card
ORD02059,04-05-2024,STORE051,C1031,P296,12,422,5064,1752,Cash
ORD02060,02-05-2024,STORE079,C899,P226,4,522,2088,480,UPI
ORD02061,31-07-2024,STORE065,C805,P93,11,411,4521,2332,Cash
ORD02062,16-10-2024,STORE003,C583,P45,2,662,1324,500,UPI
ORD02063,02-08-2024,STORE058,C1038,P174,15,337,5055,2460,Debit Card
ORD02064,02-08-2024,STORE080,C2100,P166,1,556,556,231,UPI
ORD02065,29-11-2024,STORE022,C1882,P207,16,277,4432,1904,Cash
ORD02066,23-12-2024,STORE062,C1442,P90,13,575,7475,1339,Cash
ORD02067,05-07-2024,STORE075,C2575,P10,20,613,12260,4100,Debit Card
ORD02068,03-10-2024,STORE040,C460,P20,14,580,8120,3220,UPI
ORD02069,15-08-2024,STORE004,C184,P46,8,528,4224,2256,UPI
ORD02070,29-04-2024,STORE051,C1751,P137,10,857,8570,1840,Wallet
ORD02071,04-02-2024,STORE031,C2531,P167,12,656,7872,3360,Wallet
ORD02072,16-07-2024,STORE015,C1955,P145,2,745,1490,390,Cash
ORD02073,27-05-2024,STORE009,C1229,P75,17,785,13345,1955,Credit Card
ORD02074,31-03-2024,STORE046,C1826,P286,19,568,10792,4940,Net Banking
ORD02075,08-11-2024,STORE003,C2103,P254,12,698,8376,2868,Credit Card
ORD02076,09-11-2024,STORE039,C1339,P283,20,686,13720,5740,Cash
ORD02077,13-06-2024,STORE006,C586,P189,12,680,8160,2316,Cash
ORD02078,20-02-2024,STORE012,C1872,P230,20,451,9020,3100,Cash
ORD02079,12-11-2024,STORE032,C1812,P277,7,457,3199,1078,UPI
ORD02080,25-10-2024,STORE006,C1146,P83,11,836,9196,2519,Wallet
ORD02081,27-07-2024,STORE062,C802,P58,12,483,5796,1728,UPI
ORD02082,20-12-2024,STORE007,C187,P21,14,523,7322,1974,Cash
ORD02083,28-10-2024,STORE023,C2283,P186,13,585,7605,3861,Cash
ORD02084,30-06-2024,STORE013,C193,P104,3,928,2784,852,UPI
ORD02085,03-09-2024,STORE010,C2350,P286,20,568,11360,5200,Cash
ORD02086,01-05-2024,STORE068,C2408,P186,8,585,4680,2376,Net Banking
ORD02087,24-04-2024,STORE040,C380,P221,12,723,8676,3600,Net Banking
ORD02088,12-12-2024,STORE003,C263,P267,3,917,2751,801,Cash
ORD02089,25-10-2024,STORE051,C1671,P18,16,326,5216,1616,UPI
ORD02090,01-11-2024,STORE035,C935,P296,11,422,4642,1606,UPI
ORD02091,18-03-2024,STORE038,C298,P91,14,566,7924,1946,UPI
ORD02092,22-08-2024,STORE004,C344,P174,13,337,4381,2132,UPI
ORD02093,16-07-2024,STORE078,C818,P297,5,277,1385,430,UPI
ORD02094,31-05-2024,STORE003,C2023,P02,17,718,12206,4369,UPI
ORD02095,18-10-2024,STORE024,C2204,P220,13,283,3679,1612,UPI
ORD02096,23-10-2024,STORE068,C568,P194,9,856,7704,1521,Cash
ORD02097,30-09-2024,STORE050,C1110,P287,11,465,5115,1111,UPI
ORD02098,17-05-2024,STORE077,C1457,P235,8,697,5576,656,UPI
ORD02099,23-02-2024,STORE051,C1351,P234,1,766,766,130,UPI
ORD02100,17-06-2024,STORE025,C1565,P159,3,553,1659,333,UPI
ORD02101,05-02-2024,STORE025,C765,P05,14,698,9772,2898,UPI
ORD02102,29-10-2024,STORE030,C1970,P173,4,843,3372,796,Credit Card
ORD02103,19-03-2024,STORE069,C569,P223,3,638,1914,879,Wallet
ORD02104,29-03-2024,STORE023,C1083,P151,8,533,4264,752,Cash
ORD02105,22-08-2024,STORE076,C2496,P110,1,360,360,140,UPI
ORD02106,21-09-2024,STORE062,C1922,P296,10,422,4220,1460,UPI
ORD02107,18-10-2024,STORE054,C1754,P92,20,817,16340,4580,Cash
ORD02108,26-01-2024,STORE029,C1089,P222,16,640,10240,3312,Debit Card
ORD02109,30-03-2024,STORE051,C2151,P136,3,381,1143,504,Net Banking
ORD02110,16-07-2024,STORE063,C1923,P58,3,483,1449,432,Cash
ORD02111,23-07-2024,STORE041,C1341,P57,1,508,508,152,Cash
ORD02112,12-09-2024,STORE029,C689,P202,14,645,9030,3234,UPI
ORD02113,02-11-2024,STORE065,C2325,P199,8,589,4712,720,UPI
ORD02114,23-04-2024,STORE049,C2389,P03,8,574,4592,1456,Cash
ORD02115,27-04-2024,STORE063,C1683,P23,12,338,4056,1344,UPI
ORD02116,10-07-2024,STORE073,C1613,P134,17,837,14229,4692,Net Banking
ORD02117,10-05-2024,STORE051,C1751,P237,20,807,16140,2840,Wallet
ORD02118,27-03-2024,STORE037,C457,P86,10,422,4220,2540,UPI
ORD02119,11-06-2024,STORE054,C2554,P137,19,857,16283,3496,Credit Card
ORD02120,09-12-2024,STORE004,C2184,P174,8,337,2696,1312,UPI
ORD02121,09-04-2024,STORE033,C2053,P86,19,422,8018,4826,Wallet
ORD02122,18-07-2024,STORE033,C613,P60,19,616,11704,3458,UPI
ORD02123,14-09-2024,STORE008,C108,P81,7,687,4809,1197,Net Banking
ORD02124,08-04-2024,STORE005,C345,P148,5,773,3865,810,Cash
ORD02125,28-11-2024,STORE060,C1760,P157,3,459,1377,279,UPI
ORD02126,26-10-2024,STORE006,C1626,P242,14,432,6048,3346,Credit Card
ORD02127,07-02-2024,STORE058,C2558,P287,20,465,9300,2020,UPI
ORD02128,28-03-2024,STORE027,C1887,P258,8,923,7384,2352,UPI
ORD02129,15-04-2024,STORE033,C1173,P123,10,749,7490,2560,UPI
ORD02130,03-06-2024,STORE048,C948,P247,17,352,5984,2329,Net Banking
ORD02131,03-02-2024,STORE005,C265,P199,20,589,11780,1800,Cash
ORD02132,29-08-2024,STORE023,C1883,P19,18,360,6480,3618,Cash
ORD02133,27-06-2024,STORE047,C2547,P215,9,772,6948,1476,UPI
ORD02134,20-12-2024,STORE074,C1134,P106,1,731,731,209,Cash
ORD02135,31-01-2024,STORE039,C1259,P268,5,402,2010,740,Net Banking
ORD02136,02-02-2024,STORE079,C1139,P108,5,742,3710,1160,UPI
ORD02137,22-10-2024,STORE018,C1478,P186,3,585,1755,891,UPI
ORD02138,03-01-2024,STORE053,C313,P220,13,283,3679,1612,UPI
ORD02139,10-03-2024,STORE011,C2591,P103,12,675,8100,2592,Credit Card
ORD02140,03-10-2024,STORE002,C2262,P223,15,638,9570,4395,Cash
ORD02141,08-09-2024,STORE043,C1263,P135,15,748,11220,2340,Wallet
ORD02142,28-11-2024,STORE047,C307,P211,8,469,3752,1000,UPI
ORD02143,13-06-2024,STORE026,C206,P110,3,360,1080,420,Credit Card
ORD02144,06-11-2024,STORE020,C520,P43,4,596,2384,588,Debit Card
ORD02145,28-07-2024,STORE002,C2262,P160,17,748,12716,4369,UPI
ORD02146,16-12-2024,STORE076,C1776,P203,4,569,2276,404,UPI
ORD02147,26-07-2024,STORE063,C483,P145,6,745,4470,1170,Cash
ORD02148,17-06-2024,STORE060,C2400,P175,19,591,11229,3933,Cash
ORD02149,27-04-2024,STORE023,C2443,P273,11,917,10087,3289,Credit Card
ORD02150,29-07-2024,STORE037,C777,P160,17,748,12716,4369,UPI
ORD02151,29-09-2024,STORE056,C2476,P119,15,496,7440,2700,Credit Card
ORD02152,25-05-2024,STORE018,C438,P114,5,326,1630,690,Credit Card
ORD02153,17-01-2024,STORE034,C134,P161,9,705,6345,1017,Cash
ORD02154,24-11-2024,STORE024,C1484,P171,11,615,6765,1815,UPI
ORD02155,13-12-2024,STORE040,C2380,P261,15,923,13845,3825,Cash
ORD02156,26-03-2024,STORE005,C2265,P51,9,543,4887,1980,Cash
ORD02157,13-06-2024,STORE001,C2341,P154,20,606,12120,4900,Credit Card
ORD02158,06-12-2024,STORE019,C119,P202,4,645,2580,924,Cash
ORD02159,13-05-2024,STORE016,C2276,P163,16,425,6800,2480,Debit Card
ORD02160,04-02-2024,STORE040,C1500,P268,20,402,8040,2960,Cash
ORD02161,17-12-2024,STORE047,C1027,P300,17,730,12410,1717,Credit Card
ORD02162,05-05-2024,STORE067,C1207,P183,11,596,6556,3190,Wallet
ORD02163,24-11-2024,STORE056,C316,P296,19,422,8018,2774,Cash
ORD02164,13-12-2024,STORE007,C2187,P61,3,485,1455,315,Wallet
ORD02165,02-11-2024,STORE068,C2088,P31,8,427,3416,1984,UPI
ORD02166,10-03-2024,STORE053,C313,P146,12,593,7116,1476,Credit Card
ORD02167,01-04-2024,STORE018,C1398,P216,14,681,9534,2968,Net Banking
ORD02168,09-08-2024,STORE033,C613,P148,13,773,10049,2106,Wallet
ORD02169,10-06-2024,STORE059,C799,P54,17,947,16099,4420,Cash
ORD02170,08-01-2024,STORE012,C1072,P148,18,773,13914,2916,Net Banking
ORD02171,24-01-2024,STORE077,C2017,P146,14,593,8302,1722,UPI
ORD02172,03-09-2024,STORE059,C2079,P82,14,477,6678,3710,UPI
ORD02173,30-05-2024,STORE015,C755,P164,19,555,10545,5529,UPI
ORD02174,02-04-2024,STORE053,C873,P70,4,703,2812,432,UPI
ORD02175,21-03-2024,STORE002,C1542,P276,20,605,12100,4640,UPI
ORD02176,28-04-2024,STORE063,C883,P78,16,817,13072,3824,Credit Card
ORD02177,20-02-2024,STORE063,C163,P220,11,283,3113,1364,Debit Card
ORD02178,04-08-2024,STORE042,C2302,P253,2,377,754,310,Cash
ORD02179,04-12-2024,STORE019,C1719,P289,16,598,9568,1840,Debit Card
ORD02180,10-06-2024,STORE024,C2364,P292,13,700,9100,1599,Wallet
ORD02181,03-07-2024,STORE029,C1809,P126,10,726,7260,1300,UPI
ORD02182,01-04-2024,STORE041,C2381,P155,13,301,3913,1599,UPI
ORD02183,07-11-2024,STORE024,C1244,P59,17,518,8806,4318,Wallet
ORD02184,31-03-2024,STORE012,C1952,P138,16,395,6320,3888,Debit Card
ORD02185,30-10-2024,STORE012,C1712,P67,18,933,16794,5256,Cash
ORD02186,22-09-2024,STORE054,C2554,P128,3,664,1992,327,Cash
ORD02187,22-12-2024,STORE027,C2447,P254,5,698,3490,1195,Net Banking
ORD02188,10-11-2024,STORE065,C405,P123,8,749,5992,2048,UPI
ORD02189,16-01-2024,STORE035,C1575,P93,9,411,3699,1908,Credit Card
ORD02190,02-02-2024,STORE028,C1328,P145,6,745,4470,1170,UPI
ORD02191,04-09-2024,STORE061,C1681,P272,4,697,2788,512,Debit Card
ORD02192,08-09-2024,STORE038,C2538,P204,17,447,7599,2856,Debit Card
ORD02193,03-03-2024,STORE007,C1467,P265,20,586,11720,2500,Credit Card
ORD02194,31-10-2024,STORE043,C383,P53,7,276,1932,651,Cash
ORD02195,23-01-2024,STORE027,C847,P101,4,665,2660,388,Cash
ORD02196,01-05-2024,STORE025,C2285,P06,18,703,12654,3132,Debit Card
ORD02197,20-04-2024,STORE051,C2551,P226,5,522,2610,600,UPI
ORD02198,26-03-2024,STORE032,C372,P276,18,605,10890,4176,Credit Card
